Playlist Name,Track #,Artist,Song,Duration,Genre,URL,Album,Year
Best of Rock Vol. LXVIII,13,Red Fang,Wires,5:43,Stoner Rock,,,
Best of Rock Vol. LXVIII,14,Fuzz,21st Century Schizoid Man,2:56,numbers,,,
Best of Rock Vol. LXVIII,15,King Gizzard & the Lizard Wizard,Mars for the Rich,0:00,thrash metal,,,
Best of Rock Vol. LXVIII,16,Truckfighters,Desert Cruiser,9:20,Stoner Rock,,,
Best of Rock Vol. LXVIII,17,Sleep,Dragonaut,5:41,Stoner Rock,,,
Best of Rock Vol. LXIX,1,Focus,Hocus Pocus,6:41,Progressive rock,,,
Best of Rock Vol. LXIX,2,Queen,Brighton Rock,8:25,rock,,,
Best of Rock Vol. LXIX,3,Golden Earring,Radar Love,3:44,classic rock,,,
Best of Rock Vol. LXIX,4,ZZ Top,Sleeping Bag,4:03,classic rock,,,
Best of Rock Vol. LXIX,5,Babe Ruth,The Mexican,5:45,rock,,,
Best of Rock Vol. LXIX,6,Fleetwood Mac,Tusk,6:25,classic rock,,,
Best of Rock Vol. LXIX,7,Tom Petty and the Heartbreakers,American Girl,4:12,classic rock,,,
Best of Rock Vol. LXIX,8,George Harrison,What Is Life,4:20,classic rock,,,
Best of Rock Vol. LXIX,9,Talking Heads,This Must Be the Place (Naive Melody),3:50,new wave,,,
Best of Rock Vol. LXIX,10,Harry Nilsson,Jump Into the Fire,3:35,classic rock,,,
Best of Rock Vol. LXIX,11,Rush,The Spirit of the Radio,0:00,Progressive rock,,,
Best of Rock Vol. LXIX,12,David Bowie,Starman,4:14,classic rock,,,
Best of Rock Vol. LXIX,13,The Modern Lovers,Roadrunner,4:06,proto-punk,,,
Best of Rock Vol. LXIX,14,The Kinks,Powerman,4:19,classic rock,,,
Best of Rock Vol. LXIX,15,Elvis Costello & The Attractions,Pump It Up,3:17,new wave,,,
Best of Rock Vol. LXIX,16,Ace Frehley,New York Groove,5:14,classic rock,,,
Best of Rock Vol. LXIX,17,Faces,Ooh La La,3:33,rock,,,
Best of Rock Vol. LXIX,18,Warren Zevon,Excitable Boy,4:03,rock,,,
Best of Rock Vol. LXX,1,poolfire,Radio Man,3:59,Unknown,,,
Best of Rock Vol. LXX,2,alt-J,U&ME,3:18,indie,,,
Best of Rock Vol. LXX,3,Princess Goes to the Butterfly Museum,Eat an Eraser,0:00,Unknown,,,
Best of Rock Vol. LXX,4,LOOK MUM NO COMPUTER,Mind Over Matter,3:54,Unknown,,,
Best of Rock Vol. LXX,5,Spoon,Wild,3:13,alternative rock,,,
Best of Rock Vol. LXX,6,Yves Tumor,Jackie,2:56,glam rock,,,
Best of Rock Vol. LXX,7,TV Priest,Lifesize,3:31,Crank wave,,,
Best of Rock Vol. LXX,8,Greg Puciato, Reba Meyers,N/A,,Unknown,,,
Best of Rock Vol. LXX,9,Voka Gentle, BELLS,N/A,,Unknown,,,
Best of Rock Vol. LXX,10,Everything Everything,Bad Friday,3:11,indie,,,
Best of Rock Vol. LXX,11,Holy Fuck, Nicholas Allbrook,N/A,,Unknown,,,
Best of Rock Vol. LXX,12,Khruangbin, Leon Bridges,N/A,,Unknown,,,
Best of Rock Vol. LXX,13,Orlando Weeks,Deep Down Way Out,2:43,Unknown,,,
Best of Rock Vol. LXX,14,Twin Shadow,Alemania,3:55,fip,,,
Best of Rock Vol. LXX,15,Low Island,What Do You Stand For,3:45,electropop,,,
Best of Rock Vol. LXX,16,Gardens & Villa,Disco Kitchen,3:26,Unknown,,,
Best of Rock Vol. LXX,17,Sons of Raphael,Yeah Yeah Yeah,0:00,fip,,,
Best of Rock Vol. LXX,18,Band of Horses,Crutch,3:43,indie rock,,,
Best of Rock Vol. LXX,19,Grace Mitchell,NoLo,4:26,Unknown,,,
Best of Rock Vol. LXX,20,Fruit Bats,The Bottom of It,0:00,folk,,,
